transaction_id,case_id,sender_account,receiver_account,amount,timestamp,transaction_type
T0301_02,C0301,A0301_2,A0301_3,108727,2026-07-09 19:50:00,Transfer
T0301_03,C0301,A0301_3,A0301_4,89403,2026-07-09 20:21:00,Transfer
T0302_01,C0302,A0302_1,A0302_2,152980,2026-06-22 22:49:00,Transfer
T0302_02,C0302,A0302_2,A0302_3,84454,2026-06-22 23:03:00,Transfer
T0302_03,C0302,A0302_3,A0302_4,57756,2026-06-22 23:06:00,Transfer
T0302_04,C0302,A0302_4,A0302_5,54643,2026-06-22 23:22:00,Transfer
T0302_05,C0302,A0302_5,A0302_6,51432,2026-06-22 23:51:00,Transfer
T0302_06,C0302,A0302_6,A0302_7,47991,2026-06-23 00:08:00,Transfer
T0303_01,C0303,A0303_1,A0303_2,119753,2026-01-17 21:57:00,Transfer
T0303_02,C0303,A0303_2,A0303_3,102465,2026-01-17 22:27:00,Transfer
T0303_03,C0303,A0303_3,A0303_4,80083,2026-01-17 22:34:00,Transfer
T0303_04,C0303,A0303_4,A0303_5,75262,2026-01-17 22:38:00,Transfer
T0303_05,C0303,A0303_5,A0303_6,52755,2026-01-17 22:44:00,Transfer
T0303_06,C0303,A0303_6,A0303_7,45530,2026-01-17 22:49:00,Transfer
T0304_01,C0304,A0304_1,A0304_2,48237,2026-06-06 21:34:00,Transfer
T0304_02,C0304,A0304_2,A0304_3,35278,2026-06-06 22:05:00,Transfer
T0304_03,C0304,A0304_3,A0304_4,30623,2026-06-06 22:13:00,Transfer
T0305_01,C0305,A0305_1,A0305_2,16680,2026-07-20 01:36:00,Transfer
T0305_02,C0305,A0305_2,A0305_3,14008,2026-07-20 02:06:00,Transfer
T0305_03,C0305,A0305_3,A0305_4,8746,2026-07-20 02:16:00,Transfer
T0305_04,C0305,A0305_4,A0305_5,7598,2026-07-20 02:21:00,Transfer
T0306_01,C0306,A0306_1,A0306_2,96704,2026-05-12 22:55:00,Transfer
T0306_02,C0306,A0306_2,A0306_3,84874,2026-05-12 23:00:00,Transfer
T0306_03,C0306,A0306_3,A0306_4,61009,2026-05-12 23:14:00,Transfer
T0306_04,C0306,A0306_4,A0306_5,57385,2026-05-12 23:28:00,Transfer
T0307_01,C0307,A0307_1,A0307_2,92152,2026-05-03 00:07:00,Transfer
T0307_02,C0307,A0307_2,A0307_3,59494,2026-05-03 00:30:00,Transfer
T0307_03,C0307,A0307_3,A0307_4,51932,2026-05-03 00:56:00,Transfer
T0307_04,C0307,A0307_4,A0307_5,32827,2026-05-03 01:09:00,Transfer
T0307_05,C0307,A0307_5,A0307_6,28901,2026-05-03 01:11:00,Transfer
T0308_01,C0308,A0308_1,A0308_2,485309,2026-01-08 19:21:00,Transfer
T0308_02,C0308,A0308_2,A0308_3,301579,2026-01-08 19:24:00,Transfer
T0308_03,C0308,A0308_3,A0308_4,187108,2026-01-08 19:42:00,Transfer
T0308_04,C0308,A0308_4,A0308_5,171065,2026-01-08 19:45:00,Transfer
T0308_05,C0308,A0308_5,A0308_6,150978,2026-01-08 19:55:00,Transfer
T0309_01,C0309,A0309_1,A0309_2,83280,2026-01-29 12:07:00,Transfer
T0309_02,C0309,A0309_2,A0309_3,56395,2026-01-29 12:36:00,Transfer
T0309_03,C0309,A0309_3,A0309_4,53055,2026-01-29 12:53:00,Transfer
T0309_04,C0309,A0309_4,A0309_5,48726,2026-01-29 13:07:00,Transfer
T0309_05,C0309,A0309_5,A0309_6,43452,2026-01-29 13:27:00,Transfer
T0309_06,C0309,A0309_6,A0309_7,37622,2026-01-29 13:49:00,Transfer
T0310_01,C0310,A0310_1,A0310_2,102809,2026-03-13 05:12:00,Transfer
T0310_02,C0310,A0310_2,A0310_3,75637,2026-03-13 05:34:00,Transfer
T0310_03,C0310,A0310_3,A0310_4,63156,2026-03-13 06:09:00,Transfer
T0310_04,C0310,A0310_4,A0310_5,52280,2026-03-13 06:42:00,Transfer
T0311_01,C0311,A0311_1,A0311_2,40923,2026-06-13 20:16:00,Transfer
T0311_02,C0311,A0311_2,A0311_3,34811,2026-06-13 20:36:00,Transfer
T0311_03,C0311,A0311_3,A0311_4,25335,2026-06-13 21:00:00,Transfer
T0311_04,C0311,A0311_4,A0311_5,16266,2026-06-13 21:04:00,Transfer
T0312_01,C0312,A0312_1,A0312_2,346430,2026-04-20 15:49:00,Transfer
T0312_02,C0312,A0312_2,A0312_3,299436,2026-04-20 16:05:00,Transfer
T0312_03,C0312,A0312_3,A0312_4,176476,2026-04-20 16:11:00,Transfer
T0312_04,C0312,A0312_4,A0312_5,122491,2026-04-20 16:25:00,Transfer
T0312_05,C0312,A0312_5,A0312_6,83722,2026-04-20 16:48:00,Transfer
T0312_06,C0312,A0312_6,A0312_7,54420,2026-04-20 17:07:00,Transfer
T0313_01,C0313,A0313_1,A0313_2,229302,2026-02-05 19:02:00,Transfer
T0313_02,C0313,A0313_2,A0313_3,169631,2026-02-05 19:37:00,Transfer
T0313_03,C0313,A0313_3,A0313_4,133126,2026-02-05 20:08:00,Transfer
T0313_04,C0313,A0313_4,A0313_5,111693,2026-02-05 20:39:00,Transfer
T0313_05,C0313,A0313_5,A0313_6,76650,2026-02-05 20:46:00,Transfer
T0314_01,C0314,A0314_1,A0314_2,32634,2026-07-18 00:32:00,Transfer
T0314_02,C0314,A0314_2,A0314_3,27906,2026-07-18 00:53:00,Transfer
T0314_03,C0314,A0314_3,A0314_4,18988,2026-07-18 00:56:00,Transfer
T0314_04,C0314,A0314_4,A0314_5,14754,2026-07-18 01:00:00,Transfer
T0314_05,C0314,A0314_5,A0314_6,13556,2026-07-18 01:11:00,Transfer
T0314_06,C0314,A0314_6,A0314_7,12754,2026-07-18 01:34:00,Transfer
T0315_01,C0315,A0315_1,A0315_2,64936,2026-08-22 21:37:00,Transfer
T0315_02,C0315,A0315_2,A0315_3,36411,2026-08-22 21:51:00,Transfer
T0315_03,C0315,A0315_3,A0315_4,21038,2026-08-22 22:17:00,Transfer
T0315_04,C0315,A0315_4,A0315_5,13959,2026-08-22 22:33:00,Transfer
T0315_05,C0315,A0315_5,A0315_6,9302,2026-08-22 23:08:00,Transfer
T0315_06,C0315,A0315_6,A0315_7,5376,2026-08-22 23:13:00,Transfer
T0316_01,C0316,A0316_1,A0316_2,18665,2026-03-25 14:45:00,Transfer
T0316_02,C0316,A0316_2,A0316_3,11451,2026-03-25 15:06:00,Transfer
T0316_03,C0316,A0316_3,A0316_4,8988,2026-03-25 15:40:00,Transfer
T0317_01,C0317,A0317_1,A0317_2,74458,2026-02-21 00:39:00,Transfer
T0317_02,C0317,A0317_2,A0317_3,60200,2026-02-21 01:10:00,Transfer
T0317_03,C0317,A0317_3,A0317_4,41460,2026-02-21 01:31:00,Transfer
T0318_01,C0318,A0318_1,A0318_2,28740,2026-08-06 06:14:00,Transfer
T0318_02,C0318,A0318_2,A0318_3,18954,2026-08-06 06:34:00,Transfer
T0318_03,C0318,A0318_3,A0318_4,15479,2026-08-06 06:40:00,Transfer
T0318_04,C0318,A0318_4,A0318_5,12835,2026-08-06 06:55:00,Transfer
T0319_01,C0319,A0319_1,A0319_2,111914,2026-05-22 04:42:00,Transfer
T0319_02,C0319,A0319_2,A0319_3,78615,2026-05-22 05:09:00,Transfer
T0319_03,C0319,A0319_3,A0319_4,70148,2026-05-22 05:36:00,Transfer
T0320_01,C0320,A0320_1,A0320_2,22122,2026-07-01 04:54:00,Transfer
T0320_02,C0320,A0320_2,A0320_3,16898,2026-07-01 05:21:00,Transfer
T0320_03,C0320,A0320_3,A0320_4,10432,2026-07-01 05:23:00,Transfer
T0320_04,C0320,A0320_4,A0320_5,8564,2026-07-01 05:34:00,Transfer
T0320_05,C0320,A0320_5,A0320_6,6219,2026-07-01 05:47:00,Transfer
T0320_06,C0320,A0320_6,A0320_7,3959,2026-07-01 05:51:00,Transfer
T0321_01,C0321,A0321_1,A0321_2,42897,2026-06-28 01:55:00,Transfer
T0321_02,C0321,A0321_2,A0321_3,29377,2026-06-28 02:09:00,Transfer
T0321_03,C0321,A0321_3,A0321_4,24147,2026-06-28 02:15:00,Transfer
T0321_04,C0321,A0321_4,A0321_5,15411,2026-06-28 02:23:00,Transfer
T0321_05,C0321,A0321_5,A0321_6,13388,2026-06-28 02:35:00,Transfer
T0321_06,C0321,A0321_6,A0321_7,11240,2026-06-28 02:39:00,Transfer
T0322_01,C0322,A0322_1,A0322_2,45075,2026-03-25 11:28:00,Transfer
T0322_02,C0322,A0322_2,A0322_3,33062,2026-03-25 11:34:00,Transfer
T0322_03,C0322,A0322_3,A0322_4,26885,2026-03-25 11:53:00,Transfer
T0322_04,C0322,A0322_4,A0322_5,21776,2026-03-25 12:18:00,Transfer
T0323_01,C0323,A0323_1,A0323_2,67459,2026-04-16 10:42:00,Transfer
T0323_02,C0323,A0323_2,A0323_3,46062,2026-04-16 11:04:00,Transfer
T0323_03,C0323,A0323_3,A0323_4,43353,2026-04-16 11:36:00,Transfer
T0324_01,C0324,A0324_1,A0324_2,9224,2026-08-22 20:13:00,Transfer
T0324_02,C0324,A0324_2,A0324_3,5580,2026-08-22 20:46:00,Transfer
T0324_03,C0324,A0324_3,A0324_4,3731,2026-08-22 20:57:00,Transfer
T0324_04,C0324,A0324_4,A0324_5,2612,2026-08-22 21:01:00,Transfer
T0325_01,C0325,A0325_1,A0325_2,47520,2026-04-24 11:50:00,Transfer
T0325_02,C0325,A0325_2,A0325_3,41369,2026-04-24 12:06:00,Transfer
T0325_03,C0325,A0325_3,A0325_4,32814,2026-04-24 12:32:00,Transfer
T0325_04,C0325,A0325_4,A0325_5,24892,2026-04-24 12:45:00,Transfer
T0325_05,C0325,A0325_5,A0325_6,18095,2026-04-24 12:47:00,Transfer
T0326_01,C0326,A0326_1,A0326_2,270231,2026-02-19 02:12:00,Transfer
T0326_02,C0326,A0326_2,A0326_3,175101,2026-02-19 02:25:00,Transfer
T0326_03,C0326,A0326_3,A0326_4,138739,2026-02-19 02:46:00,Transfer
T0326_04,C0326,A0326_4,A0326_5,92142,2026-02-19 03:16:00,Transfer
T0327_01,C0327,A0327_1,A0327_2,63554,2026-07-20 16:48:00,Transfer
T0327_02,C0327,A0327_2,A0327_3,49009,2026-07-20 17:01:00,Transfer
T0327_03,C0327,A0327_3,A0327_4,31998,2026-07-20 17:32:00,Transfer
T0327_04,C0327,A0327_4,A0327_5,21513,2026-07-20 17:52:00,Transfer
T0327_05,C0327,A0327_5,A0327_6,15060,2026-07-20 18:24:00,Transfer
T0327_06,C0327,A0327_6,A0327_7,8716,2026-07-20 18:34:00,Transfer
T0328_01,C0328,A0328_1,A0328_2,551577,2026-08-23 06:46:00,Transfer
T0328_02,C0328,A0328_2,A0328_3,346220,2026-08-23 07:15:00,Transfer
T0328_03,C0328,A0328_3,A0328_4,322967,2026-08-23 07:39:00,Transfer
T0328_04,C0328,A0328_4,A0328_5,243466,2026-08-23 08:12:00,Transfer
T0328_05,C0328,A0328_5,A0328_6,195744,2026-08-23 08:37:00,Transfer
T0329_01,C0329,A0329_1,A0329_2,79971,2026-08-26 14:50:00,Transfer
T0329_02,C0329,A0329_2,A0329_3,44378,2026-08-26 14:57:00,Transfer
T0329_03,C0329,A0329_3,A0329_4,35846,2026-08-26 15:23:00,Transfer
T0329_04,C0329,A0329_4,A0329_5,25417,2026-08-26 15:30:00,Transfer
T0329_05,C0329,A0329_5,A0329_6,19251,2026-08-26 15:44:00,Transfer
T0329_06,C0329,A0329_6,A0329_7,17333,2026-08-26 15:56:00,Transfer
T0330_01,C0330,A0330_1,A0330_2,64744,2026-05-09 18:35:00,Transfer
T0330_02,C0330,A0330_2,A0330_3,56751,2026-05-09 18:37:00,Transfer
T0330_03,C0330,A0330_3,A0330_4,33412,2026-05-09 19:05:00,Transfer
T0330_04,C0330,A0330_4,A0330_5,25392,2026-05-09 19:25:00,Transfer
T0330_05,C0330,A0330_5,A0330_6,21410,2026-05-09 19:37:00,Transfer
T0330_06,C0330,A0330_6,A0330_7,13286,2026-05-09 19:50:00,Transfer
T0331_01,C0331,A0331_1,A0331_2,36774,2026-02-16 17:24:00,Transfer
T0331_02,C0331,A0331_2,A0331_3,25781,2026-02-16 17:43:00,Transfer
T0331_03,C0331,A0331_3,A0331_4,14842,2026-02-16 17:46:00,Transfer
T0331_04,C0331,A0331_4,A0331_5,11639,2026-02-16 18:18:00,Transfer
T0332_01,C0332,A0332_1,A0332_2,77126,2026-01-03 02:41:00,Transfer
T0332_02,C0332,A0332_2,A0332_3,53858,2026-01-03 03:04:00,Transfer
T0332_03,C0332,A0332_3,A0332_4,51153,2026-01-03 03:21:00,Transfer
T0333_01,C0333,A0333_1,A0333_2,52602,2026-06-06 02:25:00,Transfer
T0333_02,C0333,A0333_2,A0333_3,36683,2026-06-06 02:57:00,Transfer
T0333_03,C0333,A0333_3,A0333_4,27731,2026-06-06 03:11:00,Transfer
T0334_01,C0334,A0334_1,A0334_2,56213,2026-07-28 11:36:00,Transfer
T0334_02,C0334,A0334_2,A0334_3,53107,2026-07-28 11:44:00,Transfer
T0334_03,C0334,A0334_3,A0334_4,44806,2026-07-28 12:04:00,Transfer
T0335_01,C0335,A0335_1,A0335_2,7763,2026-08-11 18:07:00,Transfer
T0335_02,C0335,A0335_2,A0335_3,6608,2026-08-11 18:14:00,Transfer
T0335_03,C0335,A0335_3,A0335_4,3913,2026-08-11 18:17:00,Transfer
T0335_04,C0335,A0335_4,A0335_5,2402,2026-08-11 18:39:00,Transfer
T0336_01,C0336,A0336_1,A0336_2,189902,2026-03-07 23:22:00,Transfer
T0336_02,C0336,A0336_2,A0336_3,154118,2026-03-07 23:51:00,Transfer
T0336_03,C0336,A0336_3,A0336_4,134603,2026-03-08 00:07:00,Transfer
T0336_04,C0336,A0336_4,A0336_5,87981,2026-03-08 00:27:00,Transfer
T0337_01,C0337,A0337_1,A0337_2,66062,2026-07-09 20:36:00,Transfer
T0337_02,C0337,A0337_2,A0337_3,50068,2026-07-09 20:52:00,Transfer
T0337_03,C0337,A0337_3,A0337_4,29672,2026-07-09 20:54:00,Transfer
T0337_04,C0337,A0337_4,A0337_5,22708,2026-07-09 21:25:00,Transfer
T0337_05,C0337,A0337_5,A0337_6,15359,2026-07-09 21:45:00,Transfer
T0338_01,C0338,A0338_1,A0338_2,24259,2026-02-07 21:06:00,Transfer
T0338_02,C0338,A0338_2,A0338_3,13913,2026-02-07 21:29:00,Transfer
T0338_03,C0338,A0338_3,A0338_4,8501,2026-02-07 21:44:00,Transfer
T0339_01,C0339,A0339_1,A0339_2,23801,2026-01-14 06:41:00,Transfer
T0339_02,C0339,A0339_2,A0339_3,15778,2026-01-14 06:55:00,Transfer
T0339_03,C0339,A0339_3,A0339_4,13102,2026-01-14 07:22:00,Transfer
T0339_04,C0339,A0339_4,A0339_5,7716,2026-01-14 07:44:00,Transfer
T0339_05,C0339,A0339_5,A0339_6,6565,2026-01-14 07:49:00,Transfer
T0340_01,C0340,A0340_1,A0340_2,148105,2026-02-11 20:18:00,Transfer
T0340_02,C0340,A0340_2,A0340_3,121709,2026-02-11 20:30:00,Transfer
T0340_03,C0340,A0340_3,A0340_4,112020,2026-02-11 20:38:00,Transfer
T0340_04,C0340,A0340_4,A0340_5,77544,2026-02-11 21:10:00,Transfer
T0340_05,C0340,A0340_5,A0340_6,48220,2026-02-11 21:15:00,Transfer
T0340_06,C0340,A0340_6,A0340_7,28784,2026-02-11 21:49:00,Transfer
T0341_01,C0341,A0341_1,A0341_2,153250,2026-02-08 21:46:00,Transfer
T0341_02,C0341,A0341_2,A0341_3,131962,2026-02-08 22:12:00,Transfer
T0341_03,C0341,A0341_3,A0341_4,87106,2026-02-08 22:42:00,Transfer
T0342_01,C0342,A0342_1,A0342_2,46245,2026-01-22 04:46:00,Transfer
T0342_02,C0342,A0342_2,A0342_3,30953,2026-01-22 04:56:00,Transfer
T0342_03,C0342,A0342_3,A0342_4,18255,2026-01-22 05:02:00,Transfer
T0343_01,C0343,A0343_1,A0343_2,33659,2026-05-18 06:39:00,Transfer
T0343_02,C0343,A0343_2,A0343_3,18584,2026-05-18 07:09:00,Transfer
T0343_03,C0343,A0343_3,A0343_4,16171,2026-05-18 07:18:00,Transfer
T0343_04,C0343,A0343_4,A0343_5,9147,2026-05-18 07:33:00,Transfer
T0343_05,C0343,A0343_5,A0343_6,7418,2026-05-18 07:40:00,Transfer
T0343_06,C0343,A0343_6,A0343_7,5748,2026-05-18 07:44:00,Transfer
T0344_01,C0344,A0344_1,A0344_2,75439,2026-03-18 13:07:00,Transfer
T0344_02,C0344,A0344_2,A0344_3,59783,2026-03-18 13:41:00,Transfer
T0344_03,C0344,A0344_3,A0344_4,37898,2026-03-18 13:49:00,Transfer
T0344_04,C0344,A0344_4,A0344_5,30888,2026-03-18 13:53:00,Transfer
T0344_05,C0344,A0344_5,A0344_6,19917,2026-03-18 14:07:00,Transfer
T0344_06,C0344,A0344_6,A0344_7,12082,2026-03-18 14:22:00,Transfer
T0345_01,C0345,A0345_1,A0345_2,102118,2026-06-01 12:43:00,Transfer
T0345_02,C0345,A0345_2,A0345_3,96822,2026-06-01 12:57:00,Transfer
T0345_03,C0345,A0345_3,A0345_4,80921,2026-06-01 13:31:00,Transfer
T0345_04,C0345,A0345_4,A0345_5,64087,2026-06-01 13:59:00,Transfer
T0345_05,C0345,A0345_5,A0345_6,56308,2026-06-01 14:21:00,Transfer
T0345_06,C0345,A0345_6,A0345_7,53322,2026-06-01 14:50:00,Transfer
T0346_01,C0346,A0346_1,A0346_2,67242,2026-03-05 03:01:00,Transfer
T0346_02,C0346,A0346_2,A0346_3,44343,2026-03-05 03:09:00,Transfer
T0346_03,C0346,A0346_3,A0346_4,31078,2026-03-05 03:25:00,Transfer
T0347_01,C0347,A0347_1,A0347_2,32453,2026-08-25 04:59:00,Transfer
T0347_02,C0347,A0347_2,A0347_3,24039,2026-08-25 05:09:00,Transfer
T0347_03,C0347,A0347_3,A0347_4,15712,2026-08-25 05:43:00,Transfer
T0347_04,C0347,A0347_4,A0347_5,13124,2026-08-25 05:53:00,Transfer
T0347_05,C0347,A0347_5,A0347_6,7967,2026-08-25 06:12:00,Transfer
T0347_06,C0347,A0347_6,A0347_7,4550,2026-08-25 06:37:00,Transfer
T0348_01,C0348,A0348_1,A0348_2,142732,2026-06-05 14:36:00,Transfer
T0348_02,C0348,A0348_2,A0348_3,82881,2026-06-05 14:53:00,Transfer
T0348_03,C0348,A0348_3,A0348_4,76909,2026-06-05 15:05:00,Transfer
T0348_04,C0348,A0348_4,A0348_5,59998,2026-06-05 15:12:00,Transfer
T0348_05,C0348,A0348_5,A0348_6,50840,2026-06-05 15:45:00,Transfer
T0348_06,C0348,A0348_6,A0348_7,44400,2026-06-05 15:47:00,Transfer
T0349_01,C0349,A0349_1,A0349_2,110321,2026-08-27 05:16:00,Transfer
T0349_02,C0349,A0349_2,A0349_3,104549,2026-08-27 05:51:00,Transfer
T0349_03,C0349,A0349_3,A0349_4,86109,2026-08-27 05:55:00,Transfer
T0350_01,C0350,A0350_1,A0350_2,143497,2026-06-22 18:15:00,Transfer
T0350_02,C0350,A0350_2,A0350_3,126663,2026-06-22 18:24:00,Transfer
T0350_03,C0350,A0350_3,A0350_4,84360,2026-06-22 18:56:00,Transfer
T0351_01,C0351,A0351_1,A0351_2,44853,2026-07-08 22:13:00,Transfer
T0351_02,C0351,A0351_2,A0351_3,26591,2026-07-08 22:37:00,Transfer
T0351_03,C0351,A0351_3,A0351_4,24093,2026-07-08 22:50:00,Transfer
T0351_04,C0351,A0351_4,A0351_5,17125,2026-07-08 22:52:00,Transfer
T0352_01,C0352,A0352_1,A0352_2,33781,2026-01-22 18:44:00,Transfer
T0352_02,C0352,A0352_2,A0352_3,27447,2026-01-22 19:14:00,Transfer
T0352_03,C0352,A0352_3,A0352_4,16872,2026-01-22 19:38:00,Transfer
T0352_04,C0352,A0352_4,A0352_5,14321,2026-01-22 19:40:00,Transfer
T0352_05,C0352,A0352_5,A0352_6,9934,2026-01-22 19:54:00,Transfer
T0352_06,C0352,A0352_6,A0352_7,5903,2026-01-22 20:14:00,Transfer
T0353_01,C0353,A0353_1,A0353_2,24479,2026-07-10 11:58:00,Transfer
T0353_02,C0353,A0353_2,A0353_3,18377,2026-07-10 12:24:00,Transfer
T0353_03,C0353,A0353_3,A0353_4,11073,2026-07-10 12:32:00,Transfer
T0353_04,C0353,A0353_4,A0353_5,9601,2026-07-10 12:42:00,Transfer
T0354_01,C0354,A0354_1,A0354_2,30219,2026-07-16 23:41:00,Transfer
T0354_02,C0354,A0354_2,A0354_3,19635,2026-07-16 23:50:00,Transfer
T0354_03,C0354,A0354_3,A0354_4,17586,2026-07-17 00:07:00,Transfer
T0354_04,C0354,A0354_4,A0354_5,14359,2026-07-17 00:36:00,Transfer
T0354_05,C0354,A0354_5,A0354_6,9037,2026-07-17 00:44:00,Transfer
T0355_01,C0355,A0355_1,A0355_2,13276,2026-02-16 07:05:00,Transfer
T0355_02,C0355,A0355_2,A0355_3,8929,2026-02-16 07:21:00,Transfer
T0355_03,C0355,A0355_3,A0355_4,5703,2026-02-16 07:50:00,Transfer
T0355_04,C0355,A0355_4,A0355_5,4229,2026-02-16 08:24:00,Transfer
T0356_01,C0356,A0356_1,A0356_2,78381,2026-01-29 09:37:00,Transfer
T0356_02,C0356,A0356_2,A0356_3,56619,2026-01-29 09:55:00,Transfer
T0356_03,C0356,A0356_3,A0356_4,52617,2026-01-29 10:20:00,Transfer
T0356_04,C0356,A0356_4,A0356_5,35974,2026-01-29 10:29:00,Transfer
T0356_05,C0356,A0356_5,A0356_6,21179,2026-01-29 10:31:00,Transfer
T0357_01,C0357,A0357_1,A0357_2,40556,2026-02-03 11:57:00,Transfer
T0357_02,C0357,A0357_2,A0357_3,37319,2026-02-03 12:03:00,Transfer
T0357_03,C0357,A0357_3,A0357_4,34584,2026-02-03 12:26:00,Transfer
T0357_04,C0357,A0357_4,A0357_5,23191,2026-02-03 12:58:00,Transfer
T0357_05,C0357,A0357_5,A0357_6,21935,2026-02-03 13:12:00,Transfer
T0358_01,C0358,A0358_1,A0358_2,80410,2026-02-02 06:53:00,Transfer
T0358_02,C0358,A0358_2,A0358_3,53542,2026-02-02 06:58:00,Transfer
T0358_03,C0358,A0358_3,A0358_4,46461,2026-02-02 07:12:00,Transfer
T0358_04,C0358,A0358_4,A0358_5,39319,2026-02-02 07:39:00,Transfer
T0358_05,C0358,A0358_5,A0358_6,29411,2026-02-02 08:13:00,Transfer
T0359_01,C0359,A0359_1,A0359_2,71606,2026-05-11 13:41:00,Transfer
T0359_02,C0359,A0359_2,A0359_3,47871,2026-05-11 14:00:00,Transfer
T0359_03,C0359,A0359_3,A0359_4,36901,2026-05-11 14:12:00,Transfer
T0359_04,C0359,A0359_4,A0359_5,23600,2026-05-11 14:29:00,Transfer
T0359_05,C0359,A0359_5,A0359_6,15735,2026-05-11 14:40:00,Transfer
T0359_06,C0359,A0359_6,A0359_7,14583,2026-05-11 14:59:00,Transfer
T0360_01,C0360,A0360_1,A0360_2,62710,2026-01-14 22:34:00,Transfer
T0360_02,C0360,A0360_2,A0360_3,57024,2026-01-14 22:54:00,Transfer
T0360_03,C0360,A0360_3,A0360_4,38767,2026-01-14 22:59:00,Transfer
T0361_01,C0361,A0361_1,A0361_2,80904,2026-04-02 08:19:00,Transfer
T0361_02,C0361,A0361_2,A0361_3,51637,2026-04-02 08:38:00,Transfer
T0361_03,C0361,A0361_3,A0361_4,32612,2026-04-02 09:05:00,Transfer
T0361_04,C0361,A0361_4,A0361_5,19966,2026-04-02 09:21:00,Transfer
T0361_05,C0361,A0361_5,A0361_6,16809,2026-04-02 09:50:00,Transfer
T0362_01,C0362,A0362_1,A0362_2,29825,2026-01-24 17:17:00,Transfer
T0362_02,C0362,A0362_2,A0362_3,17232,2026-01-24 17:23:00,Transfer
T0362_03,C0362,A0362_3,A0362_4,12416,2026-01-24 17:54:00,Transfer
T0362_04,C0362,A0362_4,A0362_5,11343,2026-01-24 18:21:00,Transfer
T0363_01,C0363,A0363_1,A0363_2,87928,2026-07-06 00:53:00,Transfer
T0363_02,C0363,A0363_2,A0363_3,78351,2026-07-06 01:00:00,Transfer
T0363_03,C0363,A0363_3,A0363_4,49433,2026-07-06 01:32:00,Transfer
T0363_04,C0363,A0363_4,A0363_5,42209,2026-07-06 02:02:00,Transfer
T0363_05,C0363,A0363_5,A0363_6,36982,2026-07-06 02:23:00,Transfer
T0363_06,C0363,A0363_6,A0363_7,25247,2026-07-06 02:34:00,Transfer
T0364_01,C0364,A0364_1,A0364_2,56791,2026-03-10 22:04:00,Transfer
T0364_02,C0364,A0364_2,A0364_3,39989,2026-03-10 22:28:00,Transfer
T0364_03,C0364,A0364_3,A0364_4,32476,2026-03-10 22:44:00,Transfer
T0365_01,C0365,A0365_1,A0365_2,51414,2026-08-15 04:07:00,Transfer
T0365_02,C0365,A0365_2,A0365_3,37092,2026-08-15 04:30:00,Transfer
T0365_03,C0365,A0365_3,A0365_4,29296,2026-08-15 04:59:00,Transfer
T0366_01,C0366,A0366_1,A0366_2,100716,2026-03-19 21:37:00,Transfer
T0366_02,C0366,A0366_2,A0366_3,68295,2026-03-19 22:03:00,Transfer
T0366_03,C0366,A0366_3,A0366_4,49765,2026-03-19 22:35:00,Transfer
T0367_01,C0367,A0367_1,A0367_2,83907,2026-07-06 10:00:00,Transfer
T0367_02,C0367,A0367_2,A0367_3,59009,2026-07-06 10:33:00,Transfer
T0367_03,C0367,A0367_3,A0367_4,45171,2026-07-06 11:06:00,Transfer
T0367_04,C0367,A0367_4,A0367_5,34465,2026-07-06 11:22:00,Transfer
T0367_05,C0367,A0367_5,A0367_6,24258,2026-07-06 11:50:00,Transfer
T0368_01,C0368,A0368_1,A0368_2,167244,2026-07-27 08:09:00,Transfer
T0368_02,C0368,A0368_2,A0368_3,108206,2026-07-27 08:25:00,Transfer
T0368_03,C0368,A0368_3,A0368_4,61931,2026-07-27 08:35:00,Transfer
T0368_04,C0368,A0368_4,A0368_5,36966,2026-07-27 08:46:00,Transfer
T0368_05,C0368,A0368_5,A0368_6,25912,2026-07-27 08:49:00,Transfer
T0369_01,C0369,A0369_1,A0369_2,104004,2026-01-15 00:49:00,Transfer
T0369_02,C0369,A0369_2,A0369_3,86263,2026-01-15 01:10:00,Transfer
T0369_03,C0369,A0369_3,A0369_4,63668,2026-01-15 01:33:00,Transfer
T0369_04,C0369,A0369_4,A0369_5,46324,2026-01-15 01:35:00,Transfer
T0369_05,C0369,A0369_5,A0369_6,30791,2026-01-15 01:46:00,Transfer
T0369_06,C0369,A0369_6,A0369_7,17674,2026-01-15 01:50:00,Transfer
T0370_01,C0370,A0370_1,A0370_2,269154,2026-02-11 00:36:00,Transfer
T0370_02,C0370,A0370_2,A0370_3,171602,2026-02-11 00:49:00,Transfer
T0370_03,C0370,A0370_3,A0370_4,150838,2026-02-11 00:55:00,Transfer
T0370_04,C0370,A0370_4,A0370_5,132228,2026-02-11 01:26:00,Transfer
T0370_05,C0370,A0370_5,A0370_6,97976,2026-02-11 01:53:00,Transfer
T0370_06,C0370,A0370_6,A0370_7,86307,2026-02-11 02:05:00,Transfer
T0371_01,C0371,A0371_1,A0371_2,14555,2026-04-19 06:45:00,Transfer
T0371_02,C0371,A0371_2,A0371_3,12409,2026-04-19 07:06:00,Transfer
T0371_03,C0371,A0371_3,A0371_4,7756,2026-04-19 07:20:00,Transfer
T0372_01,C0372,A0372_1,A0372_2,50413,2026-03-10 03:09:00,Transfer
T0372_02,C0372,A0372_2,A0372_3,34408,2026-03-10 03:43:00,Transfer
T0372_03,C0372,A0372_3,A0372_4,20314,2026-03-10 03:54:00,Transfer
