account_id,case_id,account_type,region,account_age_days
A0222_3,C0222,Mule,Hyderabad,1241
A0222_4,C0222,Mule,Bhubaneswar,339
A0223_1,C0223,Victim,Mumbai,517
A0223_2,C0223,Mule,Lucknow,931
A0223_3,C0223,Mule,Bhubaneswar,1335
A0223_4,C0223,Mule,Hyderabad,461
A0223_5,C0223,Mule,Jaipur,1533
A0223_6,C0223,Mule,Pune,141
A0223_7,C0223,Mule,Lucknow,571
A0224_1,C0224,Victim,Coimbatore,1759
A0224_2,C0224,Mule,Mumbai,1280
A0224_3,C0224,Mule,Lucknow,1787
A0224_4,C0224,Mule,Kochi,716
A0224_5,C0224,Mule,Kochi,576
A0224_6,C0224,Mule,Chennai,552
A0225_1,C0225,Victim,Pune,1515
A0225_2,C0225,Mule,Kochi,545
A0225_3,C0225,Mule,Coimbatore,99
A0225_4,C0225,Mule,Bengaluru,1298
A0225_5,C0225,Mule,Chennai,146
A0226_1,C0226,Victim,Kochi,1447
A0226_2,C0226,Mule,Lucknow,1606
A0226_3,C0226,Mule,Pune,557
A0226_4,C0226,Mule,Hyderabad,1628
A0226_5,C0226,Mule,Chennai,597
A0226_6,C0226,Mule,Bengaluru,813
A0226_7,C0226,Mule,Mumbai,711
A0227_1,C0227,Victim,Kochi,68
A0227_2,C0227,Mule,Delhi,334
A0227_3,C0227,Mule,Lucknow,1341
A0227_4,C0227,Mule,Bengaluru,107
A0227_5,C0227,Mule,Lucknow,829
A0227_6,C0227,Mule,Kochi,340
A0227_7,C0227,Mule,Bhubaneswar,705
A0228_1,C0228,Victim,Pune,194
A0228_2,C0228,Mule,Delhi,1587
A0228_3,C0228,Mule,Kochi,1356
A0228_4,C0228,Mule,Coimbatore,391
A0228_5,C0228,Mule,Ahmedabad,110
A0228_6,C0228,Mule,Mumbai,1383
A0229_1,C0229,Victim,Delhi,63
A0229_2,C0229,Mule,Bengaluru,724
A0229_3,C0229,Mule,Bengaluru,721
A0229_4,C0229,Mule,Bhubaneswar,117
A0229_5,C0229,Mule,Mumbai,272
A0229_6,C0229,Mule,Coimbatore,1682
A0229_7,C0229,Mule,Lucknow,1396
A0230_1,C0230,Victim,Delhi,1740
A0230_2,C0230,Mule,Jaipur,160
A0230_3,C0230,Mule,Chennai,263
A0230_4,C0230,Mule,Delhi,1248
A0230_5,C0230,Mule,Jaipur,481
A0231_1,C0231,Victim,Pune,928
A0231_2,C0231,Mule,Coimbatore,1221
A0231_3,C0231,Mule,Bengaluru,303
A0231_4,C0231,Mule,Chennai,1650
A0231_5,C0231,Mule,Lucknow,1284
A0232_1,C0232,Victim,Delhi,519
A0232_2,C0232,Mule,Hyderabad,1280
A0232_3,C0232,Mule,Bhubaneswar,107
A0232_4,C0232,Mule,Jaipur,398
A0232_5,C0232,Mule,Bhubaneswar,1053
A0232_6,C0232,Mule,Jaipur,210
A0232_7,C0232,Mule,Lucknow,1722
A0233_1,C0233,Victim,Bengaluru,1402
A0233_2,C0233,Mule,Bengaluru,140
A0233_3,C0233,Mule,Lucknow,775
A0233_4,C0233,Mule,Kochi,459
A0233_5,C0233,Mule,Mumbai,544
A0234_1,C0234,Victim,Pune,437
A0234_2,C0234,Mule,Bhubaneswar,1416
A0234_3,C0234,Mule,Pune,501
A0234_4,C0234,Mule,Chennai,697
A0234_5,C0234,Mule,Coimbatore,230
A0234_6,C0234,Mule,Coimbatore,1540
A0234_7,C0234,Mule,Mumbai,439
A0235_1,C0235,Victim,Kochi,257
A0235_2,C0235,Mule,Delhi,969
A0235_3,C0235,Mule,Mumbai,380
A0235_4,C0235,Mule,Pune,480
A0235_5,C0235,Mule,Kochi,1266
A0236_1,C0236,Victim,Pune,1216
A0236_2,C0236,Mule,Coimbatore,1241
A0236_3,C0236,Mule,Hyderabad,1204
A0236_4,C0236,Mule,Bengaluru,885
A0236_5,C0236,Mule,Bengaluru,112
A0236_6,C0236,Mule,Delhi,1532
A0236_7,C0236,Mule,Ahmedabad,98
A0237_1,C0237,Victim,Bengaluru,1787
A0237_2,C0237,Mule,Jaipur,1560
A0237_3,C0237,Mule,Jaipur,79
A0237_4,C0237,Mule,Delhi,979
A0237_5,C0237,Mule,Hyderabad,1470
A0237_6,C0237,Mule,Mumbai,408
A0237_7,C0237,Mule,Pune,1313
A0238_1,C0238,Victim,Pune,257
A0238_2,C0238,Mule,Mumbai,778
A0238_3,C0238,Mule,Delhi,1297
A0238_4,C0238,Mule,Bengaluru,778
A0239_1,C0239,Victim,Hyderabad,752
A0239_2,C0239,Mule,Kochi,1061
A0239_3,C0239,Mule,Lucknow,896
A0239_4,C0239,Mule,Kochi,141
A0239_5,C0239,Mule,Chennai,793
A0239_6,C0239,Mule,Pune,956
A0240_1,C0240,Victim,Kochi,1457
A0240_2,C0240,Mule,Hyderabad,1046
A0240_3,C0240,Mule,Hyderabad,448
A0240_4,C0240,Mule,Ahmedabad,1314
A0241_1,C0241,Victim,Pune,1215
A0241_2,C0241,Mule,Pune,1372
A0241_3,C0241,Mule,Lucknow,1641
A0241_4,C0241,Mule,Pune,1025
A0241_5,C0241,Mule,Jaipur,1393
A0241_6,C0241,Mule,Bhubaneswar,1115
A0241_7,C0241,Mule,Ahmedabad,941
A0242_1,C0242,Victim,Bengaluru,360
A0242_2,C0242,Mule,Coimbatore,269
A0242_3,C0242,Mule,Bengaluru,678
A0242_4,C0242,Mule,Jaipur,289
A0242_5,C0242,Mule,Delhi,563
A0243_1,C0243,Victim,Pune,38
A0243_2,C0243,Mule,Bhubaneswar,1148
A0243_3,C0243,Mule,Ahmedabad,708
A0243_4,C0243,Mule,Lucknow,1474
A0243_5,C0243,Mule,Kochi,1000
A0244_1,C0244,Victim,Pune,698
A0244_2,C0244,Mule,Bengaluru,1275
A0244_3,C0244,Mule,Lucknow,429
A0244_4,C0244,Mule,Jaipur,1108
A0245_1,C0245,Victim,Pune,332
A0245_2,C0245,Mule,Bhubaneswar,1778
A0245_3,C0245,Mule,Mumbai,787
A0245_4,C0245,Mule,Mumbai,793
A0245_5,C0245,Mule,Bengaluru,612
A0245_6,C0245,Mule,Pune,749
A0245_7,C0245,Mule,Kochi,942
A0246_1,C0246,Victim,Mumbai,43
A0246_2,C0246,Mule,Mumbai,1338
A0246_3,C0246,Mule,Kochi,878
A0246_4,C0246,Mule,Hyderabad,1168
A0247_1,C0247,Victim,Chennai,345
A0247_2,C0247,Mule,Kochi,644
A0247_3,C0247,Mule,Lucknow,1738
A0247_4,C0247,Mule,Lucknow,997
A0248_1,C0248,Victim,Delhi,558
A0248_2,C0248,Mule,Lucknow,1434
A0248_3,C0248,Mule,Delhi,1451
A0248_4,C0248,Mule,Chennai,794
A0248_5,C0248,Mule,Ahmedabad,1531
A0248_6,C0248,Mule,Jaipur,65
A0248_7,C0248,Mule,Kochi,363
A0249_1,C0249,Victim,Bengaluru,677
A0249_2,C0249,Mule,Lucknow,1668
A0249_3,C0249,Mule,Kochi,585
A0249_4,C0249,Mule,Lucknow,1459
A0249_5,C0249,Mule,Bhubaneswar,772
A0249_6,C0249,Mule,Chennai,1124
A0250_1,C0250,Victim,Coimbatore,973
A0250_2,C0250,Mule,Chennai,268
A0250_3,C0250,Mule,Hyderabad,65
A0250_4,C0250,Mule,Delhi,743
A0250_5,C0250,Mule,Kochi,1445
A0250_6,C0250,Mule,Pune,314
A0250_7,C0250,Mule,Delhi,1253
A0251_1,C0251,Victim,Mumbai,432
A0251_2,C0251,Mule,Chennai,97
A0251_3,C0251,Mule,Lucknow,1081
A0251_4,C0251,Mule,Jaipur,151
A0252_1,C0252,Victim,Coimbatore,1762
A0252_2,C0252,Mule,Bhubaneswar,598
A0252_3,C0252,Mule,Jaipur,742
A0252_4,C0252,Mule,Pune,358
A0252_5,C0252,Mule,Ahmedabad,1629
A0253_1,C0253,Victim,Delhi,1459
A0253_2,C0253,Mule,Jaipur,409
A0253_3,C0253,Mule,Delhi,1409
A0253_4,C0253,Mule,Chennai,400
A0253_5,C0253,Mule,Pune,807
A0253_6,C0253,Mule,Mumbai,468
A0254_1,C0254,Victim,Kochi,492
A0254_2,C0254,Mule,Ahmedabad,864
A0254_3,C0254,Mule,Kochi,1781
A0254_4,C0254,Mule,Mumbai,416
A0254_5,C0254,Mule,Chennai,1752
A0254_6,C0254,Mule,Delhi,1420
A0254_7,C0254,Mule,Pune,397
A0255_1,C0255,Victim,Mumbai,600
A0255_2,C0255,Mule,Bhubaneswar,1598
A0255_3,C0255,Mule,Jaipur,1245
A0255_4,C0255,Mule,Kochi,1578
A0255_5,C0255,Mule,Lucknow,849
A0255_6,C0255,Mule,Pune,1004
A0255_7,C0255,Mule,Lucknow,1265
A0256_1,C0256,Victim,Bengaluru,1303
A0256_2,C0256,Mule,Jaipur,227
A0256_3,C0256,Mule,Chennai,1383
A0256_4,C0256,Mule,Ahmedabad,1601
A0256_5,C0256,Mule,Delhi,1653
A0256_6,C0256,Mule,Delhi,443
A0257_1,C0257,Victim,Kochi,1036
A0257_2,C0257,Mule,Mumbai,305
A0257_3,C0257,Mule,Kochi,1495
A0257_4,C0257,Mule,Mumbai,1028
A0257_5,C0257,Mule,Chennai,1195
A0258_1,C0258,Victim,Chennai,292
A0258_2,C0258,Mule,Pune,744
A0258_3,C0258,Mule,Bhubaneswar,1225
A0258_4,C0258,Mule,Bengaluru,1597
A0259_1,C0259,Victim,Kochi,721
A0259_2,C0259,Mule,Hyderabad,70
A0259_3,C0259,Mule,Ahmedabad,697
A0259_4,C0259,Mule,Bengaluru,973
A0260_1,C0260,Victim,Coimbatore,718
A0260_2,C0260,Mule,Delhi,1059
A0260_3,C0260,Mule,Lucknow,725
A0260_4,C0260,Mule,Hyderabad,1289
A0260_5,C0260,Mule,Kochi,774
A0261_1,C0261,Victim,Coimbatore,904
A0261_2,C0261,Mule,Coimbatore,741
A0261_3,C0261,Mule,Chennai,1364
A0261_4,C0261,Mule,Kochi,1063
A0261_5,C0261,Mule,Kochi,916
A0261_6,C0261,Mule,Lucknow,1135
A0261_7,C0261,Mule,Pune,439
A0262_1,C0262,Victim,Kochi,870
A0262_2,C0262,Mule,Pune,1791
A0262_3,C0262,Mule,Chennai,1328
A0262_4,C0262,Mule,Coimbatore,1762
A0262_5,C0262,Mule,Mumbai,576
A0262_6,C0262,Mule,Kochi,1353
A0262_7,C0262,Mule,Hyderabad,555
A0263_1,C0263,Victim,Bengaluru,1509
A0263_2,C0263,Mule,Delhi,1632
A0263_3,C0263,Mule,Bengaluru,143
A0263_4,C0263,Mule,Chennai,672
A0264_1,C0264,Victim,Delhi,517
A0264_2,C0264,Mule,Jaipur,280
A0264_3,C0264,Mule,Pune,704
A0264_4,C0264,Mule,Jaipur,1539
A0265_1,C0265,Victim,Pune,678
A0265_2,C0265,Mule,Ahmedabad,897
A0265_3,C0265,Mule,Delhi,1428
A0265_4,C0265,Mule,Coimbatore,598
A0266_1,C0266,Victim,Mumbai,1338
A0266_2,C0266,Mule,Bhubaneswar,773
A0266_3,C0266,Mule,Lucknow,279
A0266_4,C0266,Mule,Ahmedabad,514
A0266_5,C0266,Mule,Delhi,825
A0266_6,C0266,Mule,Bengaluru,834
A0267_1,C0267,Victim,Coimbatore,1460
A0267_2,C0267,Mule,Kochi,1066
A0267_3,C0267,Mule,Chennai,750
A0267_4,C0267,Mule,Mumbai,1263
A0267_5,C0267,Mule,Bhubaneswar,1695
A0268_1,C0268,Victim,Hyderabad,1764
A0268_2,C0268,Mule,Jaipur,1434
A0268_3,C0268,Mule,Mumbai,1653
A0268_4,C0268,Mule,Pune,954
A0268_5,C0268,Mule,Delhi,1535
A0269_1,C0269,Victim,Hyderabad,977
A0269_2,C0269,Mule,Coimbatore,566
A0269_3,C0269,Mule,Bhubaneswar,1774
A0269_4,C0269,Mule,Hyderabad,131
A0270_1,C0270,Victim,Coimbatore,1491
A0270_2,C0270,Mule,Coimbatore,420
A0270_3,C0270,Mule,Kochi,619
A0270_4,C0270,Mule,Bhubaneswar,1042
A0270_5,C0270,Mule,Mumbai,296
A0271_1,C0271,Victim,Pune,205
A0271_2,C0271,Mule,Bengaluru,990
A0271_3,C0271,Mule,Hyderabad,692
A0271_4,C0271,Mule,Bhubaneswar,844
A0271_5,C0271,Mule,Lucknow,464
A0271_6,C0271,Mule,Bhubaneswar,815
A0271_7,C0271,Mule,Bhubaneswar,896
A0272_1,C0272,Victim,Bengaluru,377
A0272_2,C0272,Mule,Ahmedabad,1039
A0272_3,C0272,Mule,Pune,988
A0272_4,C0272,Mule,Hyderabad,213
A0272_5,C0272,Mule,Pune,1484
A0272_6,C0272,Mule,Ahmedabad,916
A0273_1,C0273,Victim,Bengaluru,138
A0273_2,C0273,Mule,Coimbatore,334
A0273_3,C0273,Mule,Bengaluru,500
A0273_4,C0273,Mule,Hyderabad,103
A0273_5,C0273,Mule,Delhi,562
A0273_6,C0273,Mule,Hyderabad,1475
A0273_7,C0273,Mule,Delhi,923
A0274_1,C0274,Victim,Hyderabad,1107
A0274_2,C0274,Mule,Jaipur,399
A0274_3,C0274,Mule,Mumbai,187
A0274_4,C0274,Mule,Coimbatore,1603
A0275_1,C0275,Victim,Delhi,1246
A0275_2,C0275,Mule,Lucknow,41
A0275_3,C0275,Mule,Pune,119
A0275_4,C0275,Mule,Lucknow,1304
A0275_5,C0275,Mule,Delhi,695
A0275_6,C0275,Mule,Bhubaneswar,1533
A0276_1,C0276,Victim,Kochi,276
A0276_2,C0276,Mule,Kochi,1035
A0276_3,C0276,Mule,Mumbai,1537
A0276_4,C0276,Mule,Kochi,1432
A0276_5,C0276,Mule,Jaipur,298
A0277_1,C0277,Victim,Chennai,979
A0277_2,C0277,Mule,Lucknow,489
A0277_3,C0277,Mule,Lucknow,1435
A0277_4,C0277,Mule,Bhubaneswar,347
A0277_5,C0277,Mule,Delhi,1109
A0277_6,C0277,Mule,Lucknow,1355
A0278_1,C0278,Victim,Mumbai,223
A0278_2,C0278,Mule,Delhi,1383
A0278_3,C0278,Mule,Bhubaneswar,1194
A0278_4,C0278,Mule,Kochi,757
A0278_5,C0278,Mule,Kochi,1229
A0278_6,C0278,Mule,Chennai,1604
A0278_7,C0278,Mule,Ahmedabad,63
A0279_1,C0279,Victim,Bengaluru,1559
A0279_2,C0279,Mule,Jaipur,561
A0279_3,C0279,Mule,Lucknow,247
A0279_4,C0279,Mule,Mumbai,1124
A0280_1,C0280,Victim,Kochi,286
A0280_2,C0280,Mule,Hyderabad,58
A0280_3,C0280,Mule,Coimbatore,259
A0280_4,C0280,Mule,Bengaluru,1455
A0281_1,C0281,Victim,Chennai,370
A0281_2,C0281,Mule,Hyderabad,1543
A0281_3,C0281,Mule,Bhubaneswar,941
A0281_4,C0281,Mule,Delhi,995
A0282_1,C0282,Victim,Chennai,848
A0282_2,C0282,Mule,Delhi,1081
A0282_3,C0282,Mule,Jaipur,1514
A0282_4,C0282,Mule,Jaipur,1419
A0282_5,C0282,Mule,Delhi,504
A0282_6,C0282,Mule,Bhubaneswar,154
A0282_7,C0282,Mule,Ahmedabad,68
A0283_1,C0283,Victim,Delhi,630
A0283_2,C0283,Mule,Bhubaneswar,1486
A0283_3,C0283,Mule,Mumbai,883
A0283_4,C0283,Mule,Lucknow,1366
A0283_5,C0283,Mule,Bhubaneswar,767
A0284_1,C0284,Victim,Chennai,564
A0284_2,C0284,Mule,Pune,1416
A0284_3,C0284,Mule,Hyderabad,387
A0284_4,C0284,Mule,Ahmedabad,95
A0284_5,C0284,Mule,Chennai,721
A0284_6,C0284,Mule,Mumbai,263
A0285_1,C0285,Victim,Coimbatore,1716
A0285_2,C0285,Mule,Ahmedabad,115
A0285_3,C0285,Mule,Ahmedabad,245
A0285_4,C0285,Mule,Hyderabad,1320
A0286_1,C0286,Victim,Hyderabad,881
A0286_2,C0286,Mule,Bengaluru,532
A0286_3,C0286,Mule,Delhi,729
A0286_4,C0286,Mule,Kochi,1064
A0286_5,C0286,Mule,Hyderabad,204
A0286_6,C0286,Mule,Kochi,792
A0286_7,C0286,Mule,Bhubaneswar,1575
A0287_1,C0287,Victim,Coimbatore,674
A0287_2,C0287,Mule,Mumbai,1611
A0287_3,C0287,Mule,Hyderabad,918
A0287_4,C0287,Mule,Bengaluru,835
A0287_5,C0287,Mule,Bengaluru,1382
A0287_6,C0287,Mule,Lucknow,339
A0288_1,C0288,Victim,Delhi,1692
A0288_2,C0288,Mule,Lucknow,858
A0288_3,C0288,Mule,Coimbatore,647
A0288_4,C0288,Mule,Chennai,105
A0288_5,C0288,Mule,Ahmedabad,715
A0288_6,C0288,Mule,Mumbai,1515
A0289_1,C0289,Victim,Coimbatore,1753
A0289_2,C0289,Mule,Pune,561
A0289_3,C0289,Mule,Lucknow,1069
A0289_4,C0289,Mule,Pune,283
A0290_1,C0290,Victim,Mumbai,245
A0290_2,C0290,Mule,Pune,1087
A0290_3,C0290,Mule,Jaipur,424
A0290_4,C0290,Mule,Pune,960
A0290_5,C0290,Mule,Chennai,330
A0291_1,C0291,Victim,Delhi,931
A0291_2,C0291,Mule,Bhubaneswar,1032
A0291_3,C0291,Mule,Bhubaneswar,883
A0291_4,C0291,Mule,Hyderabad,325
A0291_5,C0291,Mule,Ahmedabad,290
A0291_6,C0291,Mule,Delhi,1486
A0291_7,C0291,Mule,Delhi,294
A0292_1,C0292,Victim,Kochi,651
A0292_2,C0292,Mule,Kochi,1025
A0292_3,C0292,Mule,Bengaluru,1650
A0292_4,C0292,Mule,Hyderabad,321
A0292_5,C0292,Mule,Jaipur,893
A0292_6,C0292,Mule,Bengaluru,654
A0293_1,C0293,Victim,Delhi,335
A0293_2,C0293,Mule,Bhubaneswar,696
A0293_3,C0293,Mule,Chennai,1668
A0293_4,C0293,Mule,Jaipur,1390
A0293_5,C0293,Mule,Jaipur,868
A0293_6,C0293,Mule,Mumbai,506
A0293_7,C0293,Mule,Mumbai,724
A0294_1,C0294,Victim,Coimbatore,68
A0294_2,C0294,Mule,Kochi,1641
A0294_3,C0294,Mule,Coimbatore,532
A0294_4,C0294,Mule,Bhubaneswar,1748
A0294_5,C0294,Mule,Jaipur,939
A0295_1,C0295,Victim,Bengaluru,324
A0295_2,C0295,Mule,Hyderabad,553
A0295_3,C0295,Mule,Chennai,345
A0295_4,C0295,Mule,Kochi,864
A0295_5,C0295,Mule,Lucknow,376
A0295_6,C0295,Mule,Bengaluru,1288
A0296_1,C0296,Victim,Mumbai,581
A0296_2,C0296,Mule,Bengaluru,681
A0296_3,C0296,Mule,Delhi,1162
A0296_4,C0296,Mule,Mumbai,164
A0297_1,C0297,Victim,Hyderabad,794
A0297_2,C0297,Mule,Ahmedabad,374
A0297_3,C0297,Mule,Coimbatore,1130
A0297_4,C0297,Mule,Mumbai,1166
A0297_5,C0297,Mule,Delhi,115
A0298_1,C0298,Victim,Chennai,1543
A0298_2,C0298,Mule,Ahmedabad,1183
A0298_3,C0298,Mule,Chennai,645
A0298_4,C0298,Mule,Chennai,839
A0298_5,C0298,Mule,Bhubaneswar,281
A0299_1,C0299,Victim,Delhi,62
A0299_2,C0299,Mule,Bhubaneswar,303
A0299_3,C0299,Mule,Lucknow,34
A0299_4,C0299,Mule,Jaipur,1005
A0299_5,C0299,Mule,Bengaluru,49
A0299_6,C0299,Mule,Lucknow,385
A0300_1,C0300,Victim,Coimbatore,788
A0300_2,C0300,Mule,Coimbatore,940
A0300_3,C0300,Mule,Bengaluru,483
A0300_4,C0300,Mule,Bhubaneswar,70
A0300_5,C0300,Mule,Kochi,1423
A0300_6,C0300,Mule,Bhubaneswar,762
A0300_7,C0300,Mule,Coimbatore,214
A0301_1,C0301,Victim,Bengaluru,1234
A0301_2,C0301,Mule,Hyderabad,1557
A0301_3,C0301,Mule,Chennai,290
A0301_4,C0301,Mule,Kochi,1197
A0302_1,C0302,Victim,Pune,1759
A0302_2,C0302,Mule,Mumbai,591
A0302_3,C0302,Mule,Chennai,1422
A0302_4,C0302,Mule,Ahmedabad,985
A0302_5,C0302,Mule,Delhi,770
A0302_6,C0302,Mule,Ahmedabad,1584
A0302_7,C0302,Mule,Bengaluru,1507
A0303_1,C0303,Victim,Chennai,914
A0303_2,C0303,Mule,Bengaluru,1243
A0303_3,C0303,Mule,Lucknow,714
A0303_4,C0303,Mule,Kochi,536
A0303_5,C0303,Mule,Chennai,999
A0303_6,C0303,Mule,Coimbatore,727
A0303_7,C0303,Mule,Bengaluru,1712
A0304_1,C0304,Victim,Coimbatore,1417
A0304_2,C0304,Mule,Bengaluru,1175
A0304_3,C0304,Mule,Bengaluru,633
A0304_4,C0304,Mule,Mumbai,852
A0305_1,C0305,Victim,Pune,251
A0305_2,C0305,Mule,Chennai,55
A0305_3,C0305,Mule,Jaipur,1490
A0305_4,C0305,Mule,Chennai,1244
A0305_5,C0305,Mule,Coimbatore,1203
A0306_1,C0306,Victim,Kochi,331
A0306_2,C0306,Mule,Delhi,662
A0306_3,C0306,Mule,Jaipur,732
A0306_4,C0306,Mule,Kochi,785
A0306_5,C0306,Mule,Bengaluru,1090
A0307_1,C0307,Victim,Pune,1291
A0307_2,C0307,Mule,Kochi,887
A0307_3,C0307,Mule,Pune,362
A0307_4,C0307,Mule,Chennai,960
A0307_5,C0307,Mule,Bengaluru,1045
A0307_6,C0307,Mule,Coimbatore,37
A0308_1,C0308,Victim,Bengaluru,931
A0308_2,C0308,Mule,Coimbatore,1322
A0308_3,C0308,Mule,Jaipur,1597
A0308_4,C0308,Mule,Pune,119
A0308_5,C0308,Mule,Bengaluru,437
A0308_6,C0308,Mule,Coimbatore,611
A0309_1,C0309,Victim,Kochi,521
A0309_2,C0309,Mule,Pune,1687
A0309_3,C0309,Mule,Pune,1383
A0309_4,C0309,Mule,Hyderabad,1109
A0309_5,C0309,Mule,Jaipur,918
A0309_6,C0309,Mule,Bhubaneswar,163
A0309_7,C0309,Mule,Chennai,325
A0310_1,C0310,Victim,Delhi,1519
A0310_2,C0310,Mule,Chennai,1636
A0310_3,C0310,Mule,Delhi,1649
A0310_4,C0310,Mule,Lucknow,1289
A0310_5,C0310,Mule,Chennai,372
A0311_1,C0311,Victim,Hyderabad,445
A0311_2,C0311,Mule,Delhi,1797
A0311_3,C0311,Mule,Coimbatore,840
A0311_4,C0311,Mule,Coimbatore,656
A0311_5,C0311,Mule,Mumbai,802
A0312_1,C0312,Victim,Mumbai,782
A0312_2,C0312,Mule,Delhi,679
A0312_3,C0312,Mule,Kochi,813
A0312_4,C0312,Mule,Bengaluru,397
A0312_5,C0312,Mule,Delhi,508
A0312_6,C0312,Mule,Kochi,1351
A0312_7,C0312,Mule,Chennai,765
A0313_1,C0313,Victim,Chennai,607
A0313_2,C0313,Mule,Pune,1633
A0313_3,C0313,Mule,Mumbai,860
A0313_4,C0313,Mule,Jaipur,1581
A0313_5,C0313,Mule,Lucknow,54
A0313_6,C0313,Mule,Delhi,1369
A0314_1,C0314,Victim,Hyderabad,951
A0314_2,C0314,Mule,Ahmedabad,91
A0314_3,C0314,Mule,Pune,314
A0314_4,C0314,Mule,Jaipur,292
A0314_5,C0314,Mule,Kochi,1541
A0314_6,C0314,Mule,Bengaluru,1053
A0314_7,C0314,Mule,Lucknow,1738
A0315_1,C0315,Victim,Mumbai,448
A0315_2,C0315,Mule,Mumbai,160
A0315_3,C0315,Mule,Ahmedabad,821
A0315_4,C0315,Mule,Coimbatore,1002
A0315_5,C0315,Mule,Chennai,703
A0315_6,C0315,Mule,Jaipur,954
A0315_7,C0315,Mule,Lucknow,653
A0316_1,C0316,Victim,Bengaluru,294
A0316_2,C0316,Mule,Ahmedabad,886
A0316_3,C0316,Mule,Delhi,1551
A0316_4,C0316,Mule,Chennai,826
A0317_1,C0317,Victim,Delhi,1718
A0317_2,C0317,Mule,Mumbai,1268
A0317_3,C0317,Mule,Coimbatore,1106
A0317_4,C0317,Mule,Pune,1195
A0318_1,C0318,Victim,Hyderabad,1295
A0318_2,C0318,Mule,Bhubaneswar,914
A0318_3,C0318,Mule,Delhi,817
A0318_4,C0318,Mule,Lucknow,405
A0318_5,C0318,Mule,Bhubaneswar,1194
A0319_1,C0319,Victim,Coimbatore,1063
A0319_2,C0319,Mule,Pune,869
A0319_3,C0319,Mule,Delhi,367
A0319_4,C0319,Mule,Kochi,454
A0320_1,C0320,Victim,Delhi,974
A0320_2,C0320,Mule,Chennai,199
A0320_3,C0320,Mule,Ahmedabad,1375
A0320_4,C0320,Mule,Coimbatore,1491
A0320_5,C0320,Mule,Delhi,317
A0320_6,C0320,Mule,Delhi,1710
A0320_7,C0320,Mule,Kochi,1753
A0321_1,C0321,Victim,Coimbatore,1443
A0321_2,C0321,Mule,Kochi,939
A0321_3,C0321,Mule,Bengaluru,1255
A0321_4,C0321,Mule,Bengaluru,129
A0321_5,C0321,Mule,Mumbai,1601
A0321_6,C0321,Mule,Coimbatore,541
A0321_7,C0321,Mule,Pune,518
A0322_1,C0322,Victim,Hyderabad,1139
A0322_2,C0322,Mule,Mumbai,906
A0322_3,C0322,Mule,Chennai,505
A0322_4,C0322,Mule,Coimbatore,246
A0322_5,C0322,Mule,Pune,692
A0323_1,C0323,Victim,Delhi,1489
A0323_2,C0323,Mule,Ahmedabad,1650
A0323_3,C0323,Mule,Jaipur,381
A0323_4,C0323,Mule,Kochi,224
A0324_1,C0324,Victim,Mumbai,1061
A0324_2,C0324,Mule,Jaipur,1473
A0324_3,C0324,Mule,Bengaluru,506
A0324_4,C0324,Mule,Bengaluru,1292
A0324_5,C0324,Mule,Chennai,662
A0325_1,C0325,Victim,Kochi,1348
A0325_2,C0325,Mule,Bengaluru,1096
A0325_3,C0325,Mule,Mumbai,1357
A0325_4,C0325,Mule,Kochi,1567
A0325_5,C0325,Mule,Bengaluru,499
A0325_6,C0325,Mule,Bhubaneswar,708
A0326_1,C0326,Victim,Hyderabad,217
A0326_2,C0326,Mule,Hyderabad,1243
A0326_3,C0326,Mule,Ahmedabad,1732
A0326_4,C0326,Mule,Coimbatore,513
A0326_5,C0326,Mule,Ahmedabad,190
A0327_1,C0327,Victim,Pune,803
A0327_2,C0327,Mule,Hyderabad,994
A0327_3,C0327,Mule,Delhi,895
A0327_4,C0327,Mule,Ahmedabad,1278
A0327_5,C0327,Mule,Bhubaneswar,917
A0327_6,C0327,Mule,Hyderabad,1708
A0327_7,C0327,Mule,Delhi,70
A0328_1,C0328,Victim,Chennai,1036
A0328_2,C0328,Mule,Mumbai,881
A0328_3,C0328,Mule,Mumbai,1550
A0328_4,C0328,Mule,Pune,816
A0328_5,C0328,Mule,Delhi,660
A0328_6,C0328,Mule,Lucknow,1234
A0329_1,C0329,Victim,Hyderabad,100
A0329_2,C0329,Mule,Pune,1322
A0329_3,C0329,Mule,Bhubaneswar,1415
A0329_4,C0329,Mule,Bengaluru,1458
A0329_5,C0329,Mule,Lucknow,1351
A0329_6,C0329,Mule,Hyderabad,565
A0329_7,C0329,Mule,Jaipur,962
A0330_1,C0330,Victim,Kochi,1571
A0330_2,C0330,Mule,Bhubaneswar,212
A0330_3,C0330,Mule,Chennai,1332
A0330_4,C0330,Mule,Jaipur,1620
A0330_5,C0330,Mule,Pune,1697
A0330_6,C0330,Mule,Hyderabad,580
A0330_7,C0330,Mule,Bhubaneswar,459
A0331_1,C0331,Victim,Delhi,410
A0331_2,C0331,Mule,Coimbatore,150
A0331_3,C0331,Mule,Bhubaneswar,404
A0331_4,C0331,Mule,Coimbatore,561
A0331_5,C0331,Mule,Mumbai,932
A0332_1,C0332,Victim,Chennai,228
A0332_2,C0332,Mule,Coimbatore,1099
A0332_3,C0332,Mule,Bengaluru,799
A0332_4,C0332,Mule,Jaipur,1095
A0333_1,C0333,Victim,Pune,36
A0333_2,C0333,Mule,Delhi,1460
A0333_3,C0333,Mule,Mumbai,1515
A0333_4,C0333,Mule,Hyderabad,82
